Unnamed: 0,movie_title,kind,number_of_rating,rating_score,classification,release_year,duration,country,genre,Lãng Mạn,Tình Tiết,Thanh Xuân,Thành Thị,Viễn Tưởng,Phim Hài,Bí Ẩn,Hành Động,Cổ Trang,Tình Bạn,Phiêu Lưu,Tội Phạm,Tình Yêu Ngọt Ngào,Gia Đình,Nhiệt Huyết,Kinh Dị,Tiểu Thuyết Chuyển Thể,Other,director,cast,Popularity Levels
1082,Phá Chiến,Phim lẻ,6000,8.2,T13,2024,86,Trung Quốc,"Bí Ẩn, Tội Phạm, Hành Động",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Danny Pang,"Francis NG, Nhậm Đạt Hoa, Yuanyuan Cheng, Michael Tong, Liu Ying Yi",-1
1083,Tây Du Ký: Nguyệt Quang Bảo Hộp,Phim lẻ,46000,9.3,T16,1995,87,other,"Lãng Mạng, Phim Hài, Hôn Nhân",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Jeffrey Lau,"Châu Tinh Trì, Kar-Ying Law, Kit Ying Lam, Karen Mok, Johnnie Kong Yeuk-Sing, Suk Bung Luk, Jeffrey Lau, Athena Chu, Ng Man Tat,Uncle Tat, Lee Kin Yan",1
1084,Thiên niên kỷ,Phim lẻ,14000,8.8,T16,2018,73,Trung Quốc,"Hư Cấu, Hành Động, Viễn Tưởng, Kinh Dị, Võ hiệp, Cổ Trang",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,"Chen Huai Fu, Xu Jing Wen","Wang Hai Xiang, An Wei Ling, Huang Yan, Hu Rong Rong, Lu Yan, Ding Jian Jun, Sun Yi Shu",0
1085,Long Sinh Cửu Tử,Phim lẻ,46000,8.9,T13,2022,89,Trung Quốc,"Hành Động, Phim Hài, Tình Tiết, Viễn Tưởng, Cổ Trang, Trả Thù",0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Benben Kan,"Benben Kan, Zheng Zi Hao, Wei Lee, HaoYang Lin, HaoYang Lin, MengLu Li, FanMiao Meng, ChunChun Pan, Johnson, Wu Long, Yi Shu, Alan, MingYang Zou, Shuo Wang, Haoze Leng, Jin Liu, Yiqian Zhang, Behati",0
1086,Thư Kiếm Ân Cừu Lục,Phim lẻ,16000,9.1,T13,2023,82,Trung Quốc,"Võ Thuật, Hành Động, Võ hiệp, Cổ Trang",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Liu Bin Jie,"Lý Minh Hiên, Cui Zhen Zhen, He Zhong Hua, jimingzhuwang",1
1087,Bạch Xà: Tình Kiếp,Phim lẻ,2100,8.7,T13,2021,90,Trung Quốc,"Lãng Mạng, Hư Cấu, Hành Động, Viễn Tưởng, Cổ Trang",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,Liu Chun,"Hà Hoa, JOSEPH",-1
1088,Trò Chơi Bầy Cừu,Phim lẻ,14000,8.8,T13,2023,88,Trung Quốc,"Tội Phạm, Hành Động",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Huang Yi,"Hùng Đại Lâm, Mark Cheng, Suet Lam",0
1089,Tôi Là Nữ Đặc Cảnh,Phim lẻ,29000,9.3,T16,2022,77,Trung Quốc,"Hành Động, Hình Sự",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Zhang Zhen,"MIYA, Trình Khải Mộng, Wei Zi Qian, Guo Ye, Yaming Bao",1
1090,Vương bài cung nữ,Phim lẻ,30000,8.4,T16,2018,87,Trung Quốc,"Lãng Mạn, Cổ Trang, Gia Đình",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Zhao Shi Yao,"Yang Xue Er, Hao Wen Ting",0
1091,Song Thế Thanh Xà,Phim lẻ,1400,7.9,T13,2019,77,Trung Quốc,"Lãng Mạng, Viễn Tưởng, Cổ Trang",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Xu Fei,"Royi, Steven, Dong Li Wu You, Yuan Yuan",-1
1092,Trường An Quỷ Sự Truyện,Phim lẻ,17000,9.3,T13,2023,84,Trung Quốc,"Viễn Tưởng, Cổ Trang",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Li Zhi Wen,"Nhậm Đạt Hoa, Zeng Meng Xue, CLARA LEE,Clara, Wei Xiang",1
1093,Khai phong phủ Phục yêu chi Ngự mao Triển Chiêu,Phim lẻ,15000,8.6,T13,2018,67,Trung Quốc,"Võ Thuật, Bí Ẩn, Hành Động, Viễn Tưởng, Cổ Trang, Siêu Nhiên",0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,Liu Xuan Di,"Cao Guo Tao, Lin Feng Ye, Teng Yi, Wang Jia Xi",0
1094,Tiger Cage II,Phim lẻ,16000,9.5,T16,1990,96,Trung Quốc,"Hồng Kông, Tội Phạm, Hành Động, Chủ Đề Thực Tế",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Woo-ping Yuen,"Chân Tử Đan, Rosamund Kwan, Carol 'Do Do' Cheng, David Wu, Robin Shou, Cynthia Khan, Lieh Lo",1
1095,Giới Tử Quỷ Thành,Phim lẻ,53000,9.5,T13,2023,106,Trung Quốc,"Bí Ẩn, Hành Động, Phiêu Lưu",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Chen Ju Li,"Jing Yan Jun, Chen Ye Sheng, Bowen Wang, Wang Xiao Wei",1
1096,Bà Chủ,Phim lẻ,31000,8.5,T13,2021,79,Trung Quốc,"Hành Động, Tình Tiết, Gia Đình, Trả Thù",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"WangJing, Jiang Guo Min","Raquel, Miu Tse, Liu Teng Yuan, Jie Si Tong, jenny, Natalie Fong",0
1097,Hung Thủ Vô Hình,Phim lẻ,25000,9.7,T16,2023,101,Hàn Quốc,"Tội Phạm, Tình Tiết, Chủ Đề Thực Tế, Trả Thù",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Yin Zong Xi,"Ji Sub So, Kim Yun Jin, NANA, Hwang Sun Hee",1
1098,Vượt Qua Bóng Tối,Phim lẻ,26000,9.3,T13,2021,111,Trung Quốc,"Tội Phạm, Hành Động, Tình Tiết",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Lv Yu Lai,"Wu jiang, Trương Tụng Văn, Kim Thế Giai, Li Qian, Triệu Nghị",1
1099,Đại Nội Mật Thám 008,Phim lẻ,11000,9.4,T13,1996,89,Trung Quốc,"Hồng Kông, Lãng Mạng, Hành Động, Phim Hài, Tình Tiết, Tình Bạn",1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"Kim Wah Lo, Vincent Kok, Châu Tinh Trì","Châu Tinh Trì, Carina Lau, Carman Lee,Yeuk-Tung Lee,Ruo-Tong Li, Kar-Ying Law, Cheung Tat Ming, King-Man Chik, Vincent Kok, Elvina Kong, Tats Lau, Lee Kin Yan, Manfred Wong, Jatfei Wong, Cheung-Yan Yuen, Kingdom Yuen, Shun-Yee Yuen, lik-chi lee, Hang-Sang Poon",0
1100,Không được dừng thuốc,Phim lẻ,1000,8.7,T16,2018,88,Trung Quốc,"Bí Ẩn, Lãng Mạng, Tình Tiết, Chủ Đề Thực Tế",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,曹征（女）,"Wu Jing Jing, Wang Shuai Bo, Zhang Zi Xun",-1
1101,Nhà vua và Chú hề,Phim lẻ,1300,8.8,T13,2005,121,Hàn Quốc,"LGBT, Tình Tiết",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jun-ik Lee,"Kam Wu-Song, Jin-yeong Jeong, Kang Sung Yeon, Lee Joon-Gi, Zhang Heng Shan, Hye-jin Yu, Zheng Xi Yong",-1
1102,Tinh Võ Môn,Phim lẻ,15000,9.6,T16,1972,105,other,"Lãng Mạng, Hành Động, Tình Tiết, Kinh Dị, Võ hiệp",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,William Lowe,"Bruce Lee, Nora Miao, James Tien Chun, Maria Yi, Ying-Chieh Han, Kun Li, Feng Tien, Billy Chan, Yi Feng, Lam Ching-ying, Thành Long, Alexander Grand, Kwok Choi Hon, Corey Yuen, Wah Yuen, Nguyên Bưu, Ming-tsai Wu",0
1103,Sát thủ mạo danh,Phim lẻ,1000,7.5,T16,2018,82,Trung Quốc,"Hành Động, Phim Hài, Tình Tiết, Phiêu Lưu, Võ hiệp, Trả Thù",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,Yu Bin,"Wei Yi, Wu Yong Gan, Si Tu Yi An",-1
1104,Chuyện Lạ Thôn Hoàng Miếu,Phim lẻ,5000,8.4,T13,2023,88,Trung Quốc,"Hành Động, Kinh Dị",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Zhan Hai Feng, Zhang You Quan","Ge Shuai, Zhengjun Fan, Zhang Zhen, Wang Xing Yue, Chen Yuan Yuan, Cheung-Yan Yuen, Wang Gang, 叶庭",-1
1105,Thợ săn tiền thưởng,Phim lẻ,2000,8.5,T16,2018,81,Trung Quốc,"Bí Ẩn, Phim Hài, Tình Bạn, Gia Đình",0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,Yan Guang Xing,"Zhang Yu Xuan, Chen Nuo, Kar-Ying Law, Yang Neng, Mei Xue, Li Ye Tong, Zhang Mei E, Huang Bin, Zheng Wen Hui, Wang Kai, Gabriel Wong",-1
1106,Body Weapon,Phim lẻ,8000,8.6,T16,1999,93,Trung Quốc,"Hồng Kông, Hành Động, Tình Tiết, Trả Thù, Hôn Nhân",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Sharla Cheung,"Triệu Văn Trác, Angie Cheung, Joe Ma Tak Chung, Au Kam Tong, Stephen，Stephen Au, Elvis Tsui",-1
1107,Ma Cà Rồng Cuối Cùng,Phim lẻ,85000,9.2,T16,2009,87,Trung Quốc,"Hồng Kông, Kinh Dị, Hành Động, Kinh Dị",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Chris Nahon,Gianna Jun,1
1108,Đặc phái viên bí ẩn,Phim lẻ,4000,7.3,T16,2018,65,Trung Quốc,"Bí Ẩn, Hư Cấu, Viễn Tưởng, Phiêu Lưu, Siêu Nhiên",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,张森（小）,"Anson, Lv Qing, Wang Yun Yi, 张璐瑶（男）, Han Rui",-1
1109,Hợp Đồng Chia Tay,Phim lẻ,54000,9.4,T13,2013,103,Trung Quốc,"Lãng Mạng, Tình Tiết, Thanh Xuân, Chủ Đề Thực Tế",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ki-hwan Oh,"Bạch Bách Hà, Eddie Peng, Jiang Jinfu, Pace Wu, Lin Mei Xiu, Zhao Ying Jun",1
1110,Học Viện Anh Hùng: Thế Kỷ Mới Của Anh Hùng,Phim lẻ,2900,9.9,T13,2019,103,Nhật Bản,"Hoạt Hình, Hành Động, Tình Tiết, Tình Bạn",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Kenji Nagasaki,"Daiki Yamashita, San Zhai Jian Tai, Okamoto Nobuhiko, Ayane Sakura, Kaito Ishikawa, Yûki Kaji, Yoshio Inoue, Mio Imada",-1
1111,Đến với tình yêu,Phim lẻ,2000,8.6,T16,2018,74,Trung Quốc,"Lãng Mạng, Phim Hài, Viễn Tưởng, Học Đường",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Dai Yi Lin,"Bàng Ngỗ Mỗ, Yoko",-1
1112,Thiến Nữ U Hồn 2,Phim lẻ,24000,9.1,T16,1990,103,other,"Võ Thuật, Lãng Mạng, Kinh Dị, Hành Động, Phim Hài, Viễn Tưởng",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,Siu-Tung Ching，Tony Ching,"Leslie Cheung, Joey Wang, Jacky Cheung, Michele Lee, Wu-Ma Feng",1
1113,Địch Nhân Kiệt: Mượn Đường Âm Binh,Phim lẻ,14000,8.6,T13,2023,74,Trung Quốc,"Bí Ẩn, Hư Cấu, Kinh Dị, Cổ Trang, Siêu Nhiên",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,Fang Ying Hua,"Mark.DU,Du Yi Heng, Li Ruo Xi, Lai Xi, Shi Xuan Ru",0
1114,Vệ sĩ của CEO,Phim lẻ,29000,7.9,T18,2018,71,Trung Quốc,"Lãng Mạng, Hành Động, Phim Hài, Gia Đình",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,Wang Sheng,Wang Xin Yu,-1
1115,Hoàng Phi Hồng: Bí Ẩn Một Huyền Thoại,Phim lẻ,23000,9.4,T13,2014,131,Trung Quốc,"Anh, Hồng Kông, Võ Thuật, Lãng Mạng, Hành Động, Tình Tiết",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Roy Chow Hin-Yeung,Roy Chow","Eddie Peng, Vương Lạc Đan, BoranJing, Angelababy, Tony Ka Fai Leung, Max Zhang, Vương Tổ Lam, Hồng Kim Bảo, Qin Jun Jie, Taiyu Gao",1
1116,Gửi Đến Ngôi Sao Của Anh,Phim lẻ,3200,9.5,T18,2021,122,Hàn Quốc,"Lãng Mạng, LGBT, Phim Hài, Tình Bạn, Thanh Xuân, Tình Yêu Ngọt Ngào",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"Hwang Da-Seul,Huang Da Se","Son Woo-Hyun, Kim KangMin",-1
1117,Mao Sơn Đại Sư,Phim lẻ,70000,8.7,T13,2021,78,Trung Quốc,"Võ Thuật, Hư Cấu, Hành Động, Tình Tiết, Viễn Tưởng, Cổ Trang",0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,Xiong Chen,"Bàng Ngỗ Mỗ, Shihan Yue",0
1118,Lão Cửu Môn Ngoại Truyện: Hổ Cốt Mai Hoa,Phim lẻ,27000,9.2,T13,2016,88,Trung Quốc,"Bí Ẩn, Hành Động, Tình Tiết, Viễn Tưởng, Phiêu Lưu, Xã Hội Đen",0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,luna,"Yang Zi Jiang, Zhang Ming En, Hou Tong Jiang",1
1119,Ngày Skyblue,Phim lẻ,1000,8.9,T16,2018,88,Trung Quốc,"Lãng Mạng, Tình Tiết",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ma Jun,"Yin Ye Zi, Zheng Xi",-1
1120,Cộng hòa trung quốc,Phim lẻ,1000,8.0,T16,2017,80,Trung Quốc,"Tội Phạm, Hành Động, Hình Sự, Xã Hội Đen, Chủ Đề Thực Tế, Trả Thù",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Dong Wei,"Wang Sha, Yuan Shi Yi, Bryan Leung, Lo Chun Shun",-1
1121,REMEMBER,Phim lẻ,19000,9.6,T13,2022,128,Hàn Quốc,"Bí Ẩn, Hành Động, Tình Tiết, Trả Thù",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Yil-hyeong Lee,"Li Cheng Min,Sung-min Lee,Li Xing Min, Nam Joo Hyuk",1
1122,Thiên đàng,Phim lẻ,22000,8.4,T13,2018,90,Trung Quốc,"Lãng Mạng, Tình Tiết, Viễn Tưởng",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Wang Qi Heng,Shang Si Qi,0
1123,Hoàng Phi Hồng 2: Nam Nhi Đương Tự Cường,Phim lẻ,15000,9.3,T16,1992,112,Trung Quốc,"Hồng Kông, Võ Thuật, Lãng Mạng, Hành Động",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Tsui Hark,Hark Tsui","Jet Li, Rosamund Kwan, Siu Chung Mok, Chân Tử Đan, Zhang Tie Lin",0
1124,Tân Phong Thần: Na Tra Náo Hải,Phim lẻ,36000,8.7,T16,2019,95,Trung Quốc,"Hành Động, Phim Hài, Viễn Tưởng",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Luo Le,"Tiền Tiểu Hào, Miu Tse, Miu Tse",0
1125,Ngự Long Tu Tiên Truyện,Phim lẻ,1400,9.1,T16,2018,85,Trung Quốc,"Hư Cấu, Hành Động, Phim Hài, Tình Tiết, Viễn Tưởng, Cổ Trang",0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Bàng Ngỗ Mỗ,"Bàng Ngỗ Mỗ, Qin Yan Wei",-1
1126,Đả Canh Nhân Quái Đàm,Phim lẻ,13000,8.9,T13,2023,80,Trung Quốc,"Bí Ẩn, Viễn Tưởng, Kinh Dị, Trả Thù",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,Ji Yi Da,"Bàng Ngỗ Mỗ, Kingdom Yuen, Chen Chuang, Chen Yu Yong, WangXinting",0
1127,Thuốc về đêm,Phim lẻ,18000,8.5,T16,2018,74,Trung Quốc,"Hành Động, Viễn Tưởng, Kinh Dị",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Luo Le,"Shane, Yang Shu Feng",0
1128,Ma Thổi Đèn: Nam Hải Quy Hư,Phim lẻ,44000,9.1,T16,2022,104,Trung Quốc,"Bí Ẩn, Tình Tiết",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Xiang Qiu Liang, Xiang He Sheng","Nick,Leo, Nita, Han Yezhou",1
1129,Lộc Đỉnh Ký 2: Thần Long Giáo,Phim lẻ,22000,9.5,T16,1992,98,other,"Phim Hài, Tình Tiết",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WangJing,"Châu Tinh Trì, Brigittelin, Chingmy Yau, Michele Lee, CHAN PAK CHEUNG,Chan,Natalis, Damian,Sung Ren Liu, DERIC, Kent tong, Sandra Ng Kwan Yue, Fanny Yuen, Vivian Chen,Tak-yung Chan,De Rong Chen,Te-jung Chen, Paul Chun",1
1130,Người đàn ông đến từ vũ trụ song song,Phim lẻ,1000,8.2,T16,2018,90,Trung Quốc,"Bí Ẩn, Lãng Mạng, Khoa Học Viễn Tưởng, Hôn Nhân",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Guo Hu,"Huang Zi Yao, Lu Qin Xi, Lu Qin Xi, Hu Sheng Feng",-1
1131,Đại Thảm Hoạ Núi Baekdu,Phim lẻ,2900,9.6,T16,2019,123,Hàn Quốc,Hành Động,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hae-jun Lee, Byung-seo Kim","Lee Byung Hun, Ha Jung Woo, Ma Dong Xi, 전혜진, Suzy Bae",-1
1132,Đại Tiên Bắt Yêu 2,Phim lẻ,31000,9.1,T16,2019,74,Trung Quốc,"Võ Thuật, Hư Cấu, Phim Hài, Viễn Tưởng, Siêu Nhiên",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Dong Wei,"Suen,Eric, Kirsten,Kimi, M, hexuankai",1
1133,Ngộ Sát,Phim lẻ,22000,8.7,T13,2019,112,Trung Quốc,"Bí Ẩn, Tội Phạm, Tình Tiết",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Ke Wen Li,"Tiêu Ương, Đàm Trác, Joan Chen, Philip Patrick Keung Ho-men, Paul Chun, Bian Tian Yang, Julian Chen (Banny Chen ), Thi Danh Soái",0
1134,Nhân Ngư,Phim lẻ,2000,7.9,T13,2023,84,Trung Quốc,"Lãng Mạng, Phim Hài, Viễn Tưởng",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,joyxh,"He Huan, Chen Hao Ming, Lee Li-Chun, Jack Kao, Xin Lu, Ren Qingnamu, Sun Yi Ming",-1
1135,Gặp Được Em,Phim lẻ,1700,9.2,T13,2022,109,Trung Quốc,"Lãng Mạng, Tình Tiết, Thanh Xuân, Học Đường",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LuoLuo,"Li Wen Han, Từ Nhược Hàm, Wang Bo Wen, Gao Qiu Zi, Michelle, Chen Tian Ming, Hoi Lin,Andrew Lin, Tan Kai, Miao Fu, Wei Qing, Michelle",-1
1136,Đạp Gió Rẽ Sóng,Phim lẻ,38000,9.0,T16,2021,89,Trung Quốc,"Viễn Tưởng, Kinh Dị, Phiêu Lưu",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,He Jia Nan,"Liu Mei Tong, Vin,Zheng Yi Bin, Shao Shuai, Xue Yi Lun",0
1137,Bạn gái ghen của tôi,Phim lẻ,1000,7.8,T16,2018,80,Trung Quốc,"Lãng Mạng, Phim Hài, Tình Tiết, Tình Bạn, Hôn Nhân",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Fang Yi Hua,"Hu Xin, Huang Tian Yu, Tong Zhen Jun",-1
1138,Giáng Long Tổ Sư,Phim lẻ,16000,8.9,T13,2019,71,Trung Quốc,"Phim Hài, Cổ Trang",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Li Zhi Wen,"Benny Chan, Qin Han Lei, Yu Xin Yan",0
1139,Nộ Hỏa,Phim lẻ,6000,9.2,T13,2023,74,Trung Quốc,"Tội Phạm, Hình Sự, Tình Tiết",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Dong Wei,"Xing Han Qing, Li Meng Meng, Samuel Ku,Samuel, Chun Yu Shan Shan, Qian Zhu",-1
1140,Câu chuyện bắt quỷ,Phim lẻ,12000,8.8,T16,2018,93,Trung Quốc,"Võ Thuật, Hư Cấu, Hành Động, Tình Tiết, Viễn Tưởng, Cổ Trang",0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,"Hu Guo Han, 张奇（导演）","Bạch Vũ, Huang Rong, Jiang Zhen Hao, Jiang Zhen Hao",0
1141,Bạch Phát Ma Nữ,Phim lẻ,23000,9.2,T13,1993,89,other,"Lãng Mạng, Hành Động, Viễn Tưởng, Phiêu Lưu, Võ hiệp, Cổ Trang",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,Ronny Yu,"Brigittelin, Leslie Cheung, Francis NG, Kit Ying Lam, Elaine Lui, LAW LOK LAM, PAW FONG, Eddy Ko",1
1142,Khu Rừng Kỳ Quái,Phim lẻ,9000,8.9,T13,2023,103,Trung Quốc,"Bí Ẩn, Tình Tiết, Kinh Dị, Phiêu Lưu, Siêu Nhiên",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,Ren Ying Jian,"Hsin Ai Lee, Mou Feng Bin, Wang Bao De, Wang Hong Qian, Mu Lan, Yang Han Bin, Sun Haoen",-1
1143,All's Well End's Well 2011,Phim lẻ,4000,9.5,T13,2020,103,Trung Quốc,"Hồng Kông, Lãng Mạng, Phim Hài, Tình Tiết, Tình Bạn, Gia Đình",1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"Chen Qing Jia, Janet,Janet Chun","Louis Koo, Carina Lau, Chân Tử Đan, Cecilia Cheung, Raymond Wong, YanNi, Hùng Đại Lâm, Jade jia, Cheng Qian, Ronald",-1
1144,Ngự Long Tu Tiên: Chiến Trường Thượng Cổ,Phim lẻ,25000,9.4,T16,2023,90,Trung Quốc,Hư Cấu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bàng Ngỗ Mỗ,"Bàng Ngỗ Mỗ, Lemon, Vivi, Chen Liwei, Zhu Jia Zhen",1
1145,Phong Thần Bảng: Đại Phá Vạn Tiên Trận,Phim lẻ,1000,8.4,T13,2021,88,Trung Quốc,"Viễn Tưởng, Phiêu Lưu, Cổ Trang",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Li Bo Xun,"Zhang Zhi Lv, Jun Jun, Yu Fei, Han Mengwu, SAMMUL",-1
1146,Cá Mập: Sự Khởi Đầu,Phim lẻ,2700,9.7,T16,2021,108,Hàn Quốc,"Hành Động, Tình Tiết",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnny Chae,"Jin Min Xi, Wi Ha Jun, Won-chang Jung, Jae-kyoon Lee, Bae Myung-jin",-1
1147,Once in A Summer,Phim lẻ,13000,8.8,T13,2006,114,Hàn Quốc,"Lãng Mạng, Tình Tiết, Thanh Xuân",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geun-shik Jo,"Lee Byung Hun, Lee Se Eun, Hye-jin Yu",0
1148,Họa Bì,Phim lẻ,81000,8.9,T13,2022,83,Trung Quốc,"Lãng Mạng, Tình Tiết, Viễn Tưởng, Cổ Trang",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Liu Chun,"Nita, Louis, EnJing, Yang Xiaoting, Xu Shao Hang, Wang Hong Qian, Wang Zirun, Wu Hao, Rong Weifeng",0
1149,Truy Lùng Quái Yêu,Phim lẻ,36000,8.3,T13,2020,77,Trung Quốc,"Bí Ẩn, Khoa Học Viễn Tưởng, Hành Động, Siêu Nhiên",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,Hugh,"A Tín, Ma Li, Wang Qun Shi, You Yi Ze, Cai Hua",0
1150,Cuộc xâm lược của người ngoài hành tinh,Phim lẻ,1000,7.3,T16,2019,84,Trung Quốc,Khoa Học Viễn Tưởng,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Chen Yi Ming,Zhang Yi Nan,-1
1151,Quảng Đông Thập Hổ: Nắm đấm sắt bất khả chiến bại,Phim lẻ,29000,9.2,T13,2022,75,Trung Quốc,"Võ Thuật, Hành Động, Võ hiệp, Trả Thù",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Yan Guang Xing, GuanBao Huang","Phàn Thiếu Hoàng, Mirrre, Norman Chui, Xu Wei Dong, Wei Huang, Weiran Chen, Canti Lau, XiRao Jiang",1
1152,Lần Đầu Tiên,Phim lẻ,17000,7.9,T16,2020,100,other,"Hồng Kông, Phim Hài, Tình Bạn, Thanh Xuân",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Lin Li Shu,"Wu Zhao Xuan, Berry Wen i Kuo, Peggy, GINA,Gina",-1
1153,Quái Vật Thức Tỉnh,Phim lẻ,58000,8.1,T13,2020,87,Trung Quốc,"Kinh Dị, Khoa Học Viễn Tưởng, Tình Tiết, Kinh Dị, Phiêu Lưu, Siêu Nhiên",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,Lin Yun Xiang,"Shiu Hung Hui, ZhengXiTong, Wang Yi Qi, Felix Lok, Lou Xue Xian",0
1154,U Lăng La Bố Bạc,Phim lẻ,20000,9.1,T13,2023,89,Trung Quốc,"Kinh Dị, Kinh Dị, Phiêu Lưu",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Huang Kai,"Bai En, FLASH",1
1155,All The Wrong Spies,Phim lẻ,1000,8.8,T13,1983,102,Trung Quốc,"Hồng Kông, Lãng Mạng, Hành Động, Phim Hài, Tình Tiết",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Teddy Robin,"Brigittelin, George Lam, Teddy Robin, Paul Chun, Tsui Hark,Hark Tsui",-1
1156,Quan Xẩm Lốc Cốc,Phim lẻ,33000,9.5,T13,1994,106,Trung Quốc,"Hồng Kông, Phim Hài, Cổ Trang, Chủ Đề Thực Tế",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,WangJing,"Châu Tinh Trì, Ng Man Tat,Uncle Tat, Ada Choi, Sharla Cheung, Elvis Tsui, John Ching, Liu Xun, Gu Feng",1
